# Source File Name = silicia_corpus.txt

# Memory Chunck Size = 2048

1,4,2042,73.5176,211.521
2,4,2041,6.50689,14.0784
3,4,60,19.0228,12.1363
4,4,399,6.37274,7.00814
5,4,45,4.47049,1.24104
6,4,66,5.14856,1.75759
7,4,46,5.58728,2.00843
8,4,1387,6.46946,6.20154
9,4,61,5.3738,1.60535
10,4,156,5.34121,2.46971
11,4,51,5.13901,1.94555
12,4,616,6.39436,5.03147
13,4,51,5.99982,2.54161
14,4,39,6.02975,2.7399
15,4,56,5.82738,2.78308
16,4,1620,11.2985,6.64634
17,4,118,6.27667,3.10033
18,4,2025,6.47704,15.2034
19,4,129,6.68033,3.5397
20,4,83,5.38537,2.77832
21,4,38,6.55205,3.32366
22,4,42,6.5134,3.37998
23,4,45,16.0747,6.40896
24,4,387,10.1028,5.22648
25,4,100,7.00221,3.62263
26,4,78,6.83579,3.7529
27,4,46,7.08382,4.26828
28,4,84,6.29462,3.71637
29,4,120,7.12207,4.80433
30,4,60,6.46232,4.29728
31,4,125,7.37855,5.03152
32,4,704,9.58896,8.44401
33,4,51,8.01701,5.25376
34,4,62,7.79287,5.59234
35,4,54,7.78674,5.70046
36,4,55,6.8585,4.5471
37,4,223,7.92489,5.90172
38,4,63,13.2862,11.0184
39,4,641,8.3067,7.46246
40,4,208,7.75699,6.15309
41,4,234,8.3619,6.79886
42,4,240,7.89349,6.19662
43,4,70,7.87699,6.22449
44,4,90,7.36292,6.0027
45,4,62,8.08887,6.48372
46,4,75,14.1786,6.62963
47,4,71,8.85659,7.43535
48,4,315,9.38515,6.79837
49,4,97,8.4611,7.16059
50,4,63,8.08994,6.75742
51,4,53,7.82609,6.67514
52,4,110,7.64068,6.35478
53,4,121,9.11122,7.86808
54,4,60,8.41652,7.23099
55,4,59,9.16619,8.32626
56,4,412,7.63918,6.25964
57,4,58,8.67581,7.49044
58,4,79,8.11311,6.86441
59,4,60,8.68936,7.26774
60,4,79,7.76201,6.17791
61,4,60,7.03001,4.85614
62,4,63,8.1559,6.85181
63,4,62,8.07834,6.80665
64,4,425,10.1209,8.24272
65,4,455,8.46497,10.7076
66,4,99,7.46317,6.48194
67,4,94,7.9178,6.87392
68,4,272,7.70762,6.94874
69,4,326,11.8277,8.6507
70,4,70,7.76955,6.65411
71,4,1972,34.0229,25.3455
72,4,365,8.55854,8.47704
73,4,137,8.72607,8.46376
74,4,140,7.82725,6.77634
75,4,99,8.32764,7.75275
76,4,75,8.3816,7.54979
77,4,77,8.6883,8.46807
78,4,134,7.97788,7.17318
79,4,79,8.57862,7.61631
80,4,96,10.6884,8.45232
81,4,81,8.25181,7.00551
82,4,265,8.30216,7.85262
83,4,109,8.5786,7.60613
84,4,84,6.89452,5.21582
85,4,85,8.5607,7.79726
86,4,209,8.44469,7.99752
87,4,87,8.91377,7.9445
88,4,148,7.87398,7.37298
89,4,296,9.24306,10.6217
90,4,195,10.4647,12.9551
91,4,212,10.0473,11.1148
92,4,100,10.0048,7.88615
93,4,93,9.507,8.90526
94,4,93,9.03244,8.41205
95,4,108,9.71553,9.26282
96,4,1528,10.2108,11.7499
97,4,96,9.74488,9.40789
98,4,97,9.19039,8.76968
99,4,117,9.8715,9.35861
100,4,123,10.4307,12.7885
101,4,100,9.98148,9.76925
102,4,103,9.51563,9.49626
103,4,97,9.84177,9.1376
104,4,151,8.08028,7.3561
105,4,220,9.57496,9.66123
106,4,106,9.16958,8.61786
107,4,104,9.6478,9.37498
108,4,103,7.9581,7.01635
109,4,109,9.43714,9.15836
110,4,110,9.6929,9.83265
111,4,107,9.53903,9.26291
112,4,176,8.2842,7.58534
113,4,112,9.31222,9.02991
114,4,110,10.1915,9.6013
115,4,111,11.4922,9.24104
116,4,111,7.7207,6.61344
117,4,100,8.8692,8.19614
118,4,515,8.75589,9.43706
119,4,101,9.14256,8.46266
120,4,131,8.16962,7.7066
121,4,100,8.81408,8.26234
122,4,92,8.478,7.81845
123,4,129,9.04872,8.07335
124,4,126,7.94735,7.1574
125,4,200,9.32324,9.12666
126,4,121,8.751,8.13669
127,4,111,8.80603,7.96284
128,4,144,10.0343,8.48746
129,4,148,8.94713,8.39628
